,nct_id,0,1,2,3,4,5,6,7,8,9,valid_sentiments,mode,lf
109,NCT03777176,"{'position': 1, 'link': 'https://www.empr.com/home/news/drugs-in-the-pipeline/dasiglucagon-under-priority-review-for-hypoglycemia-in-congenital-hyperinsulinism/', 'title': 'Dasiglucagon Gets Priority Review for Hypoglycemia in Congenital Hyperinsulinism', 'source': 'Medical Professionals Reference', 'date': 'Aug 30, 2023', 'snippet': 'The Food and Drug Administration (FDA) has accepted for Priority Review the \nNew Drug Application (NDA) for dasiglucagon for the prevention...', 'thumbnail': 'https://serpapi.com/searches/6721bf36a505f73e95b9f123/images/7f8c7bd2022029100051f8808cec05ab649f84cd8a9ead4ea4a29107554e53db.jpeg', 'sentiment': 'neutral', 'sentiment_prob': 0.8679986596107483}",,,,,,,,,,['neutral'],neutral,1
110,NCT02273739,"{'position': 1, 'link': 'https://blogs.bmj.com/bmj/2019/11/05/unreported-trial-of-the-week-orally-administered-ag-221-in-subjects-with-advanced-solid-tumours-nct02273739/', 'title': 'Unreported clinical trial of the week: Enasidenib for use in advanced solid tumors (NCT02273739)', 'source': 'BMJ Blogs', 'date': 'Nov 5, 2019', 'snippet': 'While Enasidenib is currently only approved in a specific form of leukemia, \nthe IDH-2 mutation it targets also occurs in a variety of solid...', 'thumbnail': 'https://serpapi.com/searches/6721bf3e175de6645df64237/images/5ad31bb586d258852986272e8679e3ac975da94a577dad3b748234c210e75c9d.png', 'sentiment': 'neutral', 'sentiment_prob': 0.9006510376930237}",,,,,,,,,,['neutral'],neutral,1
111,NCT04140123,"{'position': 1, 'link': 'https://www.nature.com/articles/s41467-023-42162-0', 'title': 'ZSP1601, a novel pan-phosphodiesterase inhibitor for the treatment of NAFLD, A randomized, placebo-controlled phase Ib/IIa trial', 'source': 'Nature', 'date': 'Oct 12, 2023', 'snippet': 'Non-alcoholic fatty liver disease is a growing health burden with limited \ntreatment options worldwide. Herein we report a randomized,...', 'thumbnail': 'https://serpapi.com/searches/6721bf5cf8b05d603f2559c0/images/0592743749ff108703a93806e8283c00cb0ed149b76579feabac8dfe4a8e0fcd.png', 'sentiment': 'neutral', 'sentiment_prob': 0.8327338695526123}",,,,,,,,,,['neutral'],neutral,1
112,NCT04998201,"{'position': 1, 'link': 'https://www.nejm.org/doi/full/10.1056/NEJMoa2404143', 'title': 'Plozasiran, an RNA Interference Agent Targeting APOC3, for Mixed Hyperlipidemia', 'source': 'The New England Journal of Medicine', 'date': 'May 28, 2024', 'snippet': 'Persons with mixed hyperlipidemia are at risk for atherosclerotic \ncardiovascular disease due to an elevated non–high-density lipoprotein...', 'thumbnail': 'https://serpapi.com/searches/6721bf6ba5e50295eeffbad7/images/e9e18597c13304478f2c041317e7e7cd05d3a98768ce4f6f3a71af30b99a0521.jpeg', 'sentiment': 'neutral', 'sentiment_prob': 0.7325981259346008}","{'position': 2, 'link': 'https://www.ahajournals.org/doi/10.1161/circ.148.suppl_1.17091', 'title': 'Abstract 17091: ARO-APOC3, an Investigational RNAi Therapeutic, Silences APOC3 and Reduces Atherosclerosis-Associated Lipoproteins in Patients With Mixed Dyslipidemia: MUIR Study Results', 'source': 'American Heart Association Journals', 'date': 'Nov 6, 2023', 'snippet': 'Background: Despite the availability of potent LDL-C-lowering therapies, \npatients with mixed dyslipidemia (MD) remain at high risk of...', 'thumbnail': 'https://serpapi.com/searches/6721bf6ba5e50295eeffbad7/images/e9e18597c1330447094a7861db7cb286993e3db3bc2636907189bf9b1844be16.png', 'sentiment': 'neutral', 'sentiment_prob': 0.8766289353370667}",,,,,,,,,"['neutral', 'neutral']",neutral,1
113,NCT02276027,"{'position': 1, 'link': 'https://www.sciencedirect.com/science/article/pii/S0753332222015724', 'title': 'Synergistic therapeutic potential of alpelisib in cancers (excluding breast cancer): Preclinical and clinical evidences', 'source': 'ScienceDirect.com', 'date': 'Jan 14, 2023', 'snippet': 'Alpelisib, a selective inhibitor of PI3K, has been demonstrated to be \neffective in combination with endocrine therapy in HR+ PIK3CA-mutated \nadvanced breast...', 'thumbnail': 'https://serpapi.com/searches/6721bf942a48821b6e0a1c94/images/f52c5d14ca9184d0f0818be3c524bd6d5270688f0ef0d2d8af487d5c7a1a7c8e.jpeg', 'sentiment': 'positive', 'sentiment_prob': 0.6108260750770569}",,,,,,,,,,['positive'],positive,1
114,NCT01765478,"{'position': 1, 'link': 'https://www.nature.com/articles/s41598-021-98255-7', 'title': 'Target modulation and pharmacokinetics/pharmacodynamics translation of the BTK inhibitor poseltinib for model-informed phase II dose selection', 'source': 'Nature', 'date': 'Sep 21, 2021', 'snippet': 'The selective Bruton tyrosine kinase (BTK) inhibitor poseltinib has been \nshown to inhibit the BCR signal transduction pathway and cytokine \nproduction in B...', 'thumbnail': 'https://serpapi.com/searches/6721bf9ad403e12400d10bd4/images/ef39507c4dfe624cb034bce12376bdd4f41ae0ed6ef36e6a30924bf2804953dc.png', 'sentiment': 'neutral', 'sentiment_prob': 0.8610352277755737}",,,,,,,,,,['neutral'],neutral,1
115,NCT00063999,"{'position': 1, 'link': 'https://ascopubs.org/doi/10.1200/JCO.20.01076', 'title': 'Carboplatin and Paclitaxel for Advanced Endometrial Cancer: Final Overall Survival and Adverse Event Analysis of a Phase III Trial (NRG Oncology/GOG0209) | Journal of Clinical Oncology', 'source': 'ASCO Publications', 'date': 'Mar 17, 2021', 'snippet': 'GOG0209 was a phase III, randomized, noninferiority, open-label trial. \nInclusion criteria were stage III, stage IV, and recurrent endometrial \ncancers;...', 'thumbnail': 'https://serpapi.com/searches/6721bfdd0197dd056176d680/images/5564374b129abbbf81b50f32ce8f572d043e47341ca9afc306bb708f2a70169b.png', 'sentiment': 'neutral', 'sentiment_prob': 0.9077574014663696}","{'position': 2, 'link': 'https://www.onclive.com/view/dr-mirza-on-the-fda-approval-of-dostarlimab-plus-chemotherapy-in-dmmr-msi-h-endometrial-cancer', 'title': 'Dr Mirza on the FDA Approval of Dostarlimab Plus Chemotherapy in dMMR/MSI-H Endometrial Cancer', 'source': 'OncLive', 'date': 'Jul 31, 2023', 'snippet': 'The FDA approved dostarlimab plus carboplatin and paclitaxel followed by \ndostarlimab monotherapy for adult patients with dMMR or MSI-H primary \nadvanced or...', 'thumbnail': 'https://serpapi.com/searches/6721bfdd0197dd056176d680/images/5564374b129abbbf63e4d49b6c751aa36888f3a7a6159740e7c61fbfc2edcebe.jpeg', 'sentiment': 'neutral', 'sentiment_prob': 0.8453629016876221}",,,,,,,,,"['neutral', 'neutral']",neutral,1
116,NCT03683498,"{'position': 1, 'link': 'https://www.nature.com/articles/s41598-022-12407-x', 'title': 'Combined treatment of graft versus host disease using donor regulatory T cells and ruxolitinib', 'source': 'Nature', 'date': 'May 19, 2022', 'snippet': 'The combination of ruxolitinib with Treg showed a higher efficacy as \ncompared to each single treatment alone in our GvHD mouse model in terms of \nGvHD incidence...', 'thumbnail': 'https://serpapi.com/searches/6721c01a1a5b541766454bcb/images/a074f3adae460ece27b807383e5784201d00636f8a616dc78bfaea24e7156cfd.jpeg', 'sentiment': 'neutral', 'sentiment_prob': 0.6801929473876953}",,,,,,,,,,['neutral'],neutral,1
117,NCT03124108,"{'position': 1, 'link': 'https://www.ipsen.com/us/press-releases/ipsen-and-genfit-announce-positive-results-from-phase-iii-elative-trial-of-elafibranor-in-patients-with-primary-biliary-cholangitis-a-rare-cholestatic-liver-disease/', 'title': 'Ipsen and GENFIT Announce Positive Results from Phase III ELATIVE trial of elafibranor in patients with primary biliary cholangitis, a rare cholestatic liver disease', 'source': 'Ipsen', 'date': 'Jun 30, 2023', 'snippet': 'Trial met primary endpoint with a statistically significant higher \npercentage of patients achieving a clinically meaningful cholestasis...', 'thumbnail': 'https://serpapi.com/searches/6721c02bbe80137f7553e380/images/9b814ba578526b4183fdf69373569144d89a4ad5cb89a079c682db66cebc5c7c.png', 'sentiment': 'neutral', 'sentiment_prob': 0.5324159860610962}",,,,,,,,,,['neutral'],neutral,1
118,NCT03781804,"{'position': 1, 'link': 'https://www.pennmedicine.org/news/news-releases/2024/january/exhalation-system-improves-symptoms-of-chronic-sinus-infections', 'title': ""'Exhalation' System Improves Symptoms of Chronic Sinus Infections"", 'source': 'Penn Medicine', 'date': 'Jan 18, 2024', 'snippet': ""An exhalation delivery system that uses a patient's own breath to carry the \nanti-inflammatory compound fluticasone (EDS-FLU) directly to the sinuses \nreduced..."", 'thumbnail': 'https://serpapi.com/searches/6721c056b5ecbb5708920dfc/images/04c0368bbfc13c79648d9858d11ce16ec6864c6b3b91c1d71585b33b463593ae.jpeg', 'sentiment': 'neutral', 'sentiment_prob': 0.8489072918891907}","{'position': 2, 'link': 'https://www.empr.com/home/news/drugs-in-the-pipeline/drug-device-combo-looks-promising-for-chronic-sinusitis/', 'title': 'Drug-Device Combo Looks Promising for Chronic Sinusitis', 'source': 'Medical Professionals Reference', 'date': 'Mar 7, 2022', 'snippet': 'Positive topline results were announced from a phase 3 trial evaluating the \nintranasal administration of OPN-375 (fluticasone propionate) in patients \nwith...', 'thumbnail': 'https://serpapi.com/searches/6721c056b5ecbb5708920dfc/images/04c0368bbfc13c7917a4ab2cf83c6947e3cbfe38cf03d641af7da6699f74b43a.jpeg', 'sentiment': 'positive', 'sentiment_prob': 0.7450494766235352}",,,,,,,,,"['neutral', 'positive']",neutral,1
119,NCT03425539,"{'position': 1, 'link': 'https://fabrydiseasenews.com/news/idorsia-continues-lucerastat-extension-study-long-ter-kidney-heart-benefits/', 'title': 'Lucerastat Extension Trial Will Continue, Focus on Long-term Possibilities', 'source': 'Fabry Disease News', 'date': 'Jan 21, 2022', 'snippet': 'While lucerastat failed in Phase 3 MODIFY trial to ease neuropathic pain, \npossible kidney and cardiac gains merit closer look, Idorsia says.', 'thumbnail': 'https://serpapi.com/searches/6721c0703b3c320a6856e41a/images/9c03df94367c1a89432f8f439edfdb456e59b5b8c7253371e415725cab7705c7.png', 'sentiment': 'neutral', 'sentiment_prob': 0.7299506664276123}",,,,,,,,,,['neutral'],neutral,1
120,NCT01207908,"{'position': 1, 'link': 'https://musculardystrophynews.com/news/increlex-improves-growth-but-not-muscle-function-dmd-boys-early-trial-shows/', 'title': 'In DMD, Increlex Improves Growth, but Not Muscle Function, Study Finds', 'source': 'Muscular Dystrophy News', 'date': 'Mar 12, 2020', 'snippet': 'Treatment for six months with Increlex hormone therapy improved growth but \nnot muscle function in boys with DMD, an early study found.', 'thumbnail': 'https://serpapi.com/searches/6721c09313e5d81f5e772b41/images/268c1266b2bf58a3fa8ed360442a78dc0a3106b49bf09ccc6b6eab9b8c7714a1.jpeg', 'sentiment': 'neutral', 'sentiment_prob': 0.7929469347000122}",,,,,,,,,,['neutral'],neutral,1
121,NCT02569775,"{'position': 1, 'link': 'https://www.nature.com/articles/s41598-023-49902-8', 'title': 'Inflammatory mediators drive neuroinflammation in autism spectrum disorder and cerebral palsy', 'source': 'Nature', 'date': 'Dec 18, 2023', 'snippet': 'In this study, we analyzed the composition of cerebrospinal fluid (CSF) to \nuncover the inflammatory mediators driving the neuro-immune system in ASD \nand CP...', 'thumbnail': 'https://serpapi.com/searches/6721c09da54d7ea54c98e771/images/385dfe9fa0197a21ab45fa733d654015453116e61598189fe41b32e6eaba63b3.png', 'sentiment': 'neutral', 'sentiment_prob': 0.7191134691238403}",,,,,,,,,,['neutral'],neutral,1
122,NCT00771667,"{'position': 1, 'link': 'https://www.nejm.org/doi/full/10.1056/NEJMoa1203572', 'title': ""Ustekinumab Induction and Maintenance Therapy in Refractory Crohn's Disease"", 'source': 'The New England Journal of Medicine', 'date': 'Oct 18, 2012', 'snippet': ""In patients with Crohn's disease, the efficacy of ustekinumab, a human \nmonoclonal antibody against interleukin-12 and interleukin-23,..."", 'thumbnail': 'https://serpapi.com/searches/6721c0a3cc48791ec6d36218/images/3e369c0cd3f587ec9d9c27ddd13ad633339d9d9b9d13e75c08c7719579ceb2c1.png', 'sentiment': 'neutral', 'sentiment_prob': 0.8811381459236145}",,,,,,,,,,['neutral'],neutral,1
123,NCT00893373,"{'position': 1, 'link': 'https://www.nature.com/articles/s41375-021-01148-x', 'title': 'Sorafenib or placebo in patients with newly diagnosed acute myeloid leukaemia: long-term follow-up of the randomized controlled SORAML trial', 'source': 'Nature', 'date': '١٨\u200f/٠٢\u200f/٢٠٢١', 'snippet': 'Early results of the randomized placebo-controlled SORAML trial showed \nthat, in patients with newly diagnosed acute myeloid leukaemia (AML),...', 'thumbnail': 'https://serpapi.com/searches/6721c0a4d72128f26f325323/images/3977ffaa311d58b0cf33b38f1b91546eb3e1aadb868b8f1281693cfeca99aad4.png', 'sentiment': 'neutral', 'sentiment_prob': 0.924304723739624}",,,,,,,,,,['neutral'],neutral,1
124,NCT02955550,"{'position': 1, 'link': 'https://myelomaresearchnews.com/news/pnk-007-treatment-after-stem-cell-transplant-leads-to-good-response-rates-in-multiple-myeloma-patients-early-trial-data-show/', 'title': 'Myeloma Patients Respond Well to PNK-007 After Transplant, Data Show', 'source': 'Myeloma Research News', 'date': 'Jan 8, 2020', 'snippet': ""A single infusion of Celularity's PNK-007 — an investigational cell therapy \nderived from placental stem cells — is safe and leads to good..."", 'thumbnail': 'https://serpapi.com/searches/6721c0b7361fd4c8c0465eb8/images/d87c9dc05b02e0e9177d0bfaf9938f9c90f35ddd5293397c31a50152184e083f.jpeg', 'sentiment': 'positive', 'sentiment_prob': 0.7810468673706055}",,,,,,,,,,['positive'],positive,1
125,NCT02968004,"{'position': 1, 'link': 'https://www.endocrinologyadvisor.com/reports/somatrogon-4-year-efficacy-safety-pediatric-growth-hormone-deficiency/', 'title': 'Somatrogon Yields 4-Year Efficacy, Safety in Pediatric Growth Hormone Deficiency', 'source': 'Endocrinology Advisor', 'date': 'May 9, 2024', 'snippet': 'Children with pediatric growth hormone deficiency (pGHD) demonstrated \ncatch-up growth and mean height gain after 4 years of somatrogon treatment.', 'thumbnail': 'https://serpapi.com/searches/6721c0bb51d84d1f0a6ed8ea/images/16e83c2d842ebb38a5651c337e8f51630e67cad3757dbb51be497952c8316f64.png', 'sentiment': 'neutral', 'sentiment_prob': 0.6659769415855408}",,,,,,,,,,['neutral'],neutral,1
126,NCT01634750,"{'position': 1, 'link': 'https://www.nature.com/articles/s41436-021-01259-x', 'title': 'Safety and efficacy of N -acetylmannosamine (ManNAc) in patients with GNE myopathy: an open-label phase 2 study', 'source': 'Nature', 'date': 'Jul 13, 2021', 'snippet': 'ManNAc showed long-term safety, biochemical efficacy consistent with the \nintended mechanism of action, and preliminary evidence clinical efficacy in \npatients...', 'thumbnail': 'https://serpapi.com/searches/6721c0d48e13c9f8fd73628a/images/9ca73ceb4e8c6a3757ca030c0cf79e9ed9546f7918599c21eef31b532d61cbcd.png', 'sentiment': 'neutral', 'sentiment_prob': 0.6594723463058472}",,,,,,,,,,['neutral'],neutral,1
127,NCT02096289,"{'position': 1, 'link': 'https://www.nature.com/articles/tpj201676', 'title': 'A systems biology approach to investigate the mechanism of action of trabectedin in a model of myelomonocytic leukemia', 'source': 'Nature', 'date': 'Dec 13, 2016', 'snippet': 'This study was designed to investigate the mode of action of trabectedin in \nmyelomonocytic leukemia cells by applying systems biology...', 'thumbnail': 'https://serpapi.com/searches/6721c0f8d364b4c6b6b0e871/images/b6ce3f4a32b142d90b216e42f34b9f47234f105db4d15c3e88993a92544811cc.jpeg', 'sentiment': 'neutral', 'sentiment_prob': 0.9292907118797302}",,,,,,,,,,['neutral'],neutral,1
128,NCT03926819,"{'position': 1, 'link': 'https://parkinsonsnewstoday.com/news/low-dose-carbon-monoxide-may-protect-neurons-with-parkinsons/', 'title': 'Low-dose carbon monoxide may protect neurons, much like smoking', 'source': ""Parkinson's News Today"", 'date': 'Aug 28, 2024', 'snippet': 'A rat model study found an oral form of carbon monoxide called HBI-002 \n(tested for safety in Phase 1 trial) promoted neuron survival,...', 'thumbnail': 'https://serpapi.com/searches/6721c11ab9458d9fbfbd9ae9/images/66da93253a85c2dac1c29110dd1f96ea098823c9e336e8d452c8dbc3d91402ae.png', 'sentiment': 'neutral', 'sentiment_prob': 0.6187165379524231}",,,,,,,,,,['neutral'],neutral,1
129,NCT04770935,"{'position': 1, 'link': 'https://www.clinicaltrialsarena.com/features/pipeline-moves-hengrui-medicine-triple-negative-breast-cancer/', 'title': 'Pipeline Moves: Hengrui Medicine Phase III breast cancer termination lowers approval prospects', 'source': 'Clinical Trials Arena', 'date': 'May 16, 2023', 'snippet': 'The Clinical Trials Arena team also review assets in the central nervous \nsystem, cardiology, renal, haematological and other oncology...', 'thumbnail': 'https://serpapi.com/searches/6721c12c3c944b513039cd0e/images/b9b643e96af3ec4650d63983fa4e61eb2429b03694fa6f3376853ad0ff800bf2.jpeg', 'sentiment': 'negative', 'sentiment_prob': 0.6495799422264099}",,,,,,,,,,['negative'],negative,0
130,NCT02799095,"{'position': 1, 'link': 'https://ovariancancernewstoday.com/2020/11/24/alks-4230-keytruda-combo-found-to-halt-disease-progression-reduce-tumor-size-among-ovarian-cancer-patients-in-phase-1-2-trial/', 'title': 'ALKS 4230-Keytruda Combo Found to Reduce Tumor Size, Halt Disease Progression', 'source': 'Ovarian Cancer News Today', 'date': 'Nov 24, 2020', 'snippet': 'An ALKS 4230-Keytruda combo was able to halt disease progression and reduce \ntumor size in women with advanced ovarian cancer,...', 'thumbnail': 'https://serpapi.com/searches/6721c12e5416d8e677207e96/images/5712931b94b39425ed47e4357442e1abcbc34bcd1a7b615289c7a3e79c3c9d6a.jpeg', 'sentiment': 'neutral', 'sentiment_prob': 0.7647801637649536}",,,,,,,,,,['neutral'],neutral,1
131,NCT04346888,"{'position': 1, 'link': 'https://myastheniagravisnews.com/news/mg-therapy-batoclimab-hits-phase-3-trial-main-secondary-goals/', 'title': 'MG therapy batoclimab hits Phase 3 trial main, secondary goals |...', 'source': 'Myasthenia Gravis News', 'date': 'Mar 7, 2023', 'snippet': 'Batoclimab eased the symptoms of generalized myasthenia gravis and their \nimpact on daily function in a Phase 3 clinical trial in China.', 'thumbnail': 'https://serpapi.com/searches/6721c145d997ab91c9b28661/images/48373cfd3ee1d95edc1351e2884355956992835cd8df8317ebf95503960473b2.png', 'sentiment': 'positive', 'sentiment_prob': 0.6334934830665588}","{'position': 2, 'link': 'https://myastheniagravisnews.com/news/gmg-chinese-regulators-agree-consider-approving-batoclimab/', 'title': 'For gMG, Chinese regulators agree to consider approving batoclimab...', 'source': 'Myasthenia Gravis News', 'date': 'Jul 11, 2023', 'snippet': 'Submitted as a biologics license application, the request to review \nbatoclimab is buoyed by positive top-line data from a Phase 3 trial.', 'thumbnail': 'https://serpapi.com/searches/6721c145d997ab91c9b28661/images/48373cfd3ee1d95ede623390d8e2802ed9f533156859b69bc15179d9c1b0dd9b.png', 'sentiment': 'positive', 'sentiment_prob': 0.6625019907951355}",,,,,,,,,"['positive', 'positive']",positive,1
132,NCT04084769,"{'position': 1, 'link': 'https://www.nature.com/articles/s41390-023-02478-5', 'title': 'Quadrivalent meningococcal tetanus toxoid-conjugate booster vaccination in adolescents and adults: phase III randomized study', 'source': 'Nature', 'date': 'Mar 10, 2023', 'snippet': 'The immunogenicity and safety of a booster dose of tetanus toxoid-conjugate \nquadrivalent meningococcal vaccine (MenACYW-TT),...', 'thumbnail': 'https://serpapi.com/searches/6721c1b66901215767319f13/images/2ab6d5c246efd92966fb0b9feb60d0cb01ce483d5a348617c9012be298cb744a.png', 'sentiment': 'neutral', 'sentiment_prob': 0.8912705183029175}",,,,,,,,,,['neutral'],neutral,1
133,NCT01913340,"{'position': 1, 'link': 'https://www.nature.com/articles/pr201715', 'title': 'High-dose erythropoietin population pharmacokinetics in neonates with hypoxic–ischemic encephalopathy receiving hypothermia', 'source': 'Nature', 'date': 'Jan 18, 2017', 'snippet': 'High-dose erythropoietin (Epo) is a promising neuroprotective treatment in \nneonates with hypoxic–ischemic encephalopathy (HIE) receiving hypothermia.', 'thumbnail': 'https://serpapi.com/searches/6721c1d6caddc31d16315a0f/images/9c06528ee79612acc940a2fe38cacef1597680a905dec64c5fc0cf2ee7cb0238.png', 'sentiment': 'neutral', 'sentiment_prob': 0.5767234563827515}",,,,,,,,,,['neutral'],neutral,1
134,NCT03183232,"{'position': 1, 'link': 'https://www.nature.com/articles/s41423-020-0515-7', 'title': 'Allogeneic Vγ9Vδ2 T-cell immunotherapy exhibits promising clinical safety and prolongs the survival of patients with late-stage lung or liver cancer', 'source': 'Nature', 'date': 'Sep 16, 2020', 'snippet': 'Vγ9Vδ2 T cells are promising candidates for cellular tumor immunotherapy. \nDue to their HLA-independent mode of action, allogeneic Vγ9Vδ2 T...', 'thumbnail': 'https://serpapi.com/searches/6721c1eb2e33c8f507281b6a/images/41042e290cde505d5fa2cca0b4d2166fcce1b15ad7263c533a5bbbbc5b4e6429.png', 'sentiment': 'positive', 'sentiment_prob': 0.7890372276306152}",,,,,,,,,,['positive'],positive,1
135,NCT03505099,"{'position': 1, 'link': 'https://www.nature.com/articles/s41591-022-01866-4', 'title': 'Onasemnogene abeparvovec for presymptomatic infants with two copies of SMN2 at risk for spinal muscular atrophy type 1: the Phase III SPR1NT trial', 'source': 'Nature', 'date': 'Jun 17, 2022', 'snippet': 'SPR1NT ( NCT03505099 ) was a Phase III, multicenter, single-arm study to \ninvestigate the efficacy and safety of onasemnogene abeparvovec for...', 'thumbnail': 'https://serpapi.com/searches/6721c20d237938d0baf98d04/images/bf1675363e2c64441d5121bdf0575f1fd8fe9a1fc6a6c538e36aec0d5fdde2b2.jpeg', 'sentiment': 'neutral', 'sentiment_prob': 0.8673272728919983}","{'position': 2, 'link': 'https://www.empr.com/home/news/onasemnogene-abeparvovec-xioi-zolgensma-age-development-in-spinal-muscular-dystrophy/', 'title': 'Zolgensma Benefits Observed in Presymptomatic SMA Patients', 'source': 'Medical Professionals Reference', 'date': 'Mar 15, 2021', 'snippet': 'Early treatment with onasemnogene abeparvovec-xioi led to age-appropriate \ndevelopment in patients with spinal muscular atrophy.', 'thumbnail': 'https://serpapi.com/searches/6721c20d237938d0baf98d04/images/bf1675363e2c6444526629088c90ab7c4a8725d0c26b95a44f89fc5239bdb8ec.jpeg', 'sentiment': 'neutral', 'sentiment_prob': 0.7931104898452759}",,,,,,,,,"['neutral', 'neutral']",neutral,1
136,NCT01720446,"{'position': 1, 'link': 'https://www.nejm.org/doi/full/10.1056/NEJMoa1607141', 'title': 'Semaglutide and Cardiovascular Outcomes in Patients with Type 2 Diabetes', 'source': 'The New England Journal of Medicine', 'date': 'Sep 16, 2016', 'snippet': 'The rate of cardiovascular death, nonfatal myocardial infarction, or \nnonfatal stroke was significantly lower among patients receiving \nsemaglutide than among...', 'thumbnail': 'https://serpapi.com/searches/6721c25bfda26de13edfd712/images/5cf641c896a1f8623af0bf94df3008f576855f8fbba0b6deb2ec33ae871e00e8.png', 'sentiment': 'neutral', 'sentiment_prob': 0.7180549502372742}","{'position': 2, 'link': 'https://www.endocrinologyadvisor.com/cch/sglt2-inhibitors-glp1-agonists-patients-with-t2dm-and-previous-cvd-high-risk-of-mace/', 'title': 'Reducing Risk of Major Adverse Cardiovascular Events: Role of SGLT2 Inhibitors, GLP-1 Agonists', 'source': 'Endocrinology Advisor', 'date': 'May 17, 2024', 'snippet': 'Patients with type T2DM and previous cardiovascular disease are at high \nrisk of MACE. This article focuses on how SGLT2 inhibitors and GLP-1 \nagonists,...', 'thumbnail': 'https://serpapi.com/searches/6721c25bfda26de13edfd712/images/5cf641c896a1f8626d014a31cd670a4c6896828b965ba60f095f39c2d54f0fc4.jpeg', 'sentiment': 'neutral', 'sentiment_prob': 0.8390507698059082}",,,,,,,,,"['neutral', 'neutral']",neutral,1
137,NCT02049866,"{'position': 1, 'link': 'https://www.nature.com/articles/srep22378', 'title': 'Cyclophilin A (CypA) Plays Dual Roles in Regulation of Bone Anabolism and Resorption', 'source': 'Nature', 'date': 'Mar 2, 2016', 'snippet': 'CypA (Cyclophilin A) is a peptidyl-prolyl isomerase previously shown to be \nrequired for chondrogenic differentiation and endochondral ossification.', 'thumbnail': 'https://serpapi.com/searches/6721c25de8735a1451f2b72b/images/edfb161e4cf3295a6aec5070de48c21e344480a153549dc73b032990d1145794.jpeg', 'sentiment': 'neutral', 'sentiment_prob': 0.8983614444732666}",,,,,,,,,,['neutral'],neutral,1
138,NCT03761784,"{'position': 1, 'link': 'https://www.dermatologytimes.com/view/twyneo-receives-fda-approval-for-acne', 'title': 'Twyneo Receives FDA Approval for Acne', 'source': 'Dermatology Times', 'date': 'Jul 27, 2021', 'snippet': 'Twyneo, a tretinoin and benzoyl peroxide cream, has been approved by the \nFDA for the treatment of acne vulgaris in patients 9 years and...', 'thumbnail': 'https://serpapi.com/searches/6721c273b28e6b3deb75b7b4/images/f891b367931fd9ebf1976d618c0361644c4cacdcde7be438e4fb016172c1095d.png', 'sentiment': 'neutral', 'sentiment_prob': 0.640620231628418}","{'position': 2, 'link': 'https://www.empr.com/home/news/galderma-announces-launch-of-twyneo-cream-for-acne-vulgaris/', 'title': 'Galderma Announces Launch of Twyneo Cream for Acne Vulgaris', 'source': 'Medical Professionals Reference', 'date': 'Mar 25, 2022', 'snippet': 'Galderma has announced the US launch of Twyneo (tretinoin 0.1% and benzoyl \nperoxide 3%) cream for the topical treatment of acne vulgaris in patients 9 \nyears of...', 'thumbnail': 'https://serpapi.com/searches/6721c273b28e6b3deb75b7b4/images/f891b367931fd9eb2aaa6aba9612a621fc667a87b057453467a12813d24e2edb.jpeg', 'sentiment': 'neutral', 'sentiment_prob': 0.8534439206123352}",,,,,,,,,"['neutral', 'neutral']",neutral,1
139,NCT03899480,"{'position': 1, 'link': 'https://www.frontiersin.org/journals/immunology/articles/10.3389/fimmu.2022.1084109/full', 'title': 'Prospects for NK-based immunotherapy of chronic HBV infection', 'source': 'Frontiers', 'date': 'Feb 21, 2024', 'snippet': 'Effective and long-term treatment is required for controlling chronic \nHepatitis B Virus (HBV) infection. Natural killer (NK) cells are antiviral \ninnate...', 'thumbnail': 'https://serpapi.com/searches/6721c2a4d169156d0d06b3b2/images/92a9a3d62c8139cf2335258eed38943776fd46659ecc6fb16bb9e577614aa321.jpeg', 'sentiment': 'neutral', 'sentiment_prob': 0.8224900364875793}",,,,,,,,,,['neutral'],neutral,1
